sample_id,status_raw,turno,tem_obs,classe
SMP-008199,APROVADO PARCIAL,A,True,valido_automatico
SMP-004714,EM AJUSTE,A,True,revisar
SMP-001924,FORA DE ESPECIFICACAO,B,True,recusar_automatico
SMP-006357,EM ANALISE,B,True,revisar
SMP-011362,AGUARDANDO REINSPEÇÃO,C,True,valido_automatico
SMP-011034,EM ANÁLISE,C,False,valido_automatico
SMP-006333,AGUARDANDO REINSPEÇÃO,B,True,revisar
SMP-004474,PENDENTE,A,True,revisar
SMP-010178,APROVADO PARCIAL,B,True,valido_automatico
SMP-005341,AGUARDANDO REINSPEÇÃO,B,True,revisar
SMP-004199,EM ANALISE,A,True,revisar
SMP-003249,CANCELADO,C,True,recusar_automatico
SMP-004196,AGUARDANDO REINSPEÇÃO,A,False,revisar
SMP-009856,AJUSTE CONCLUIDO,B,False,valido_automatico
SMP-011011,PENDENTE,C,True,valido_automatico
SMP-005266,PENDENTE,A,True,revisar
SMP-006012,EM ANALISE,B,True,revisar
SMP-009424,AGUARDANDO REINSPEÇÃO,B,False,valido_automatico
SMP-009450,AJUSTE CONCLUIDO,B,False,valido_automatico
SMP-001193,AJUSTE REPROVADO,A,True,recusar_automatico
SMP-006789,EM ANALISE,C,False,revisar
SMP-002890,AJUSTE REPROVADO,C,True,recusar_automatico
SMP-005543,PENDENTE,B,True,revisar
SMP-008329,EM ANÁLISE,A,False,valido_automatico
SMP-007870,PENDENTE,C,True,revisar
SMP-006129,PENDENTE,B,False,revisar
SMP-003980,FORA DE ESPECIFICACAO,C,True,recusar_automatico
SMP-011556,APROVADO PARCIAL,C,False,valido_automatico
SMP-004267,ESPECIFICAÇÃO EM REVISÃO,A,True,revisar
SMP-001731,FORA DE ESPECIFICACAO,B,False,recusar_automatico
SMP-011573,EM ANÁLISE,C,True,valido_automatico
SMP-006955,ESPECIFICAÇÃO EM REVISÃO,C,False,revisar
SMP-009301,AGUARDANDO REINSPEÇÃO,A,True,valido_automatico
SMP-000399,FORA DE ESPECIFICACAO,A,True,recusar_automatico
SMP-011642,APROVADO PARCIAL,C,False,valido_automatico
SMP-011688,AJUSTE CONCLUIDO,C,False,valido_automatico
SMP-002690,AJUSTE REPROVADO,C,True,recusar_automatico
SMP-005189,EM AJUSTE,A,True,revisar
SMP-000862,CANCELADO,A,False,recusar_automatico
SMP-011220,EM AJUSTE,C,False,valido_automatico
SMP-010385,APROVADO PARCIAL,B,False,valido_automatico
SMP-004870,ESPECIFICAÇÃO EM REVISÃO,A,False,revisar
SMP-007651,AGUARDANDO REINSPEÇÃO,C,True,revisar
SMP-011506,AGUARDANDO REINSPEÇÃO,C,True,valido_automatico
SMP-008653,EM AJUSTE,A,True,valido_automatico
SMP-009010,APROVADO PARCIAL,A,False,valido_automatico
SMP-009386,APROVADO PARCIAL,B,False,valido_automatico
SMP-007860,EM ANALISE,C,True,revisar
SMP-004688,EM ANALISE,A,True,revisar
SMP-011167,APROVADO PARCIAL,C,True,valido_automatico
SMP-009785,AJUSTE CONCLUIDO,B,True,valido_automatico
SMP-009527,EM ANÁLISE,B,True,valido_automatico
SMP-010459,ESPECIFICAÇÃO EM REVISÃO,B,True,valido_automatico
SMP-000958,CANCELADO,A,True,recusar_automatico
SMP-006066,APROVADO PARCIAL,B,True,revisar
SMP-000867,AGUARDANDO REINSPEÇÃO,A,True,recusar_automatico
SMP-003199,AJUSTE REPROVADO,C,True,recusar_automatico
SMP-011939,APROVADO PARCIAL,C,False,valido_automatico
SMP-004062,EM AJUSTE,A,True,revisar
SMP-009880,AJUSTE CONCLUIDO,B,True,valido_automatico
SMP-009973,AJUSTE CONCLUIDO,B,False,valido_automatico
SMP-011429,AJUSTE CONCLUIDO,C,True,valido_automatico
SMP-007530,PENDENTE,C,True,revisar
SMP-005058,PENDENTE,A,False,revisar
SMP-004807,EM AJUSTE,A,False,revisar
SMP-004229,CANCELADO,A,True,revisar
SMP-008213,APROVADO PARCIAL,A,False,valido_automatico
SMP-008153,APROVADO PARCIAL,A,False,valido_automatico
SMP-009129,APROVADO PARCIAL,A,True,valido_automatico
SMP-005502,PENDENTE,B,True,revisar
SMP-011077,AJUSTE CONCLUIDO,C,False,valido_automatico
SMP-008120,EM AJUSTE,A,True,valido_automatico
SMP-006131,AGUARDANDO REINSPEÇÃO,B,False,revisar
SMP-008714,APROVADO PARCIAL,A,False,valido_automatico
SMP-003545,ESPECIFICAÇÃO EM REVISÃO,C,True,recusar_automatico
SMP-003757,AJUSTE REPROVADO,C,False,recusar_automatico
SMP-002231,FORA DE ESPECIFICACAO,B,False,recusar_automatico
SMP-009676,APROVADO PARCIAL,B,True,valido_automatico
SMP-011600,AJUSTE CONCLUIDO,C,False,valido_automatico
SMP-010277,AJUSTE CONCLUIDO,B,False,valido_automatico
SMP-000498,EM AJUSTE,A,False,recusar_automatico
SMP-010492,APROVADO PARCIAL,B,False,valido_automatico
SMP-006364,EM AJUSTE,B,False,revisar
SMP-009026,AJUSTE CONCLUIDO,A,False,valido_automatico
SMP-007440,AGUARDANDO REINSPEÇÃO,C,True,revisar
SMP-005811,ESPECIFICAÇÃO EM REVISÃO,B,False,revisar
SMP-003105,AJUSTE REPROVADO,C,True,recusar_automatico
SMP-001651,FORA DE ESPECIFICACAO,B,True,recusar_automatico
SMP-001681,CANCELADO,B,True,recusar_automatico
SMP-009700,AJUSTE CONCLUIDO,B,True,valido_automatico
SMP-008516,APROVADO PARCIAL,A,False,valido_automatico
SMP-009938,AJUSTE CONCLUIDO,B,True,valido_automatico
SMP-001376,FORA DE ESPECIFICACAO,B,True,recusar_automatico
SMP-005401,EM ANALISE,B,True,revisar
SMP-002856,FORA DE ESPECIFICACAO,C,False,recusar_automatico
SMP-000894,AJUSTE REPROVADO,A,False,recusar_automatico
SMP-006198,AGUARDANDO REINSPEÇÃO,B,True,revisar
SMP-006538,EM ANALISE,B,True,revisar
SMP-000320,AJUSTE REPROVADO,A,True,recusar_automatico
SMP-003808,AJUSTE REPROVADO,C,True,recusar_automatico
SMP-010688,APROVADO PARCIAL,C,False,valido_automatico
SMP-004347,ESPECIFICAÇÃO EM REVISÃO,A,True,revisar
SMP-009338,AJUSTE CONCLUIDO,B,True,valido_automatico
SMP-010028,APROVADO PARCIAL,B,False,valido_automatico
SMP-011086,EM ANÁLISE,C,False,valido_automatico
SMP-010913,EM ANÁLISE,C,True,valido_automatico
SMP-000005,CANCELADO,A,True,recusar_automatico
SMP-003188,CANCELADO,C,True,recusar_automatico
SMP-008471,AJUSTE CONCLUIDO,A,False,valido_automatico
SMP-007485,EM ANALISE,C,True,revisar
SMP-007337,APROVADO PARCIAL,C,True,revisar
SMP-006284,ESPECIFICAÇÃO EM REVISÃO,B,True,revisar
SMP-002664,CANCELADO,B,False,recusar_automatico
SMP-011884,APROVADO PARCIAL,C,True,valido_automatico
SMP-003623,CANCELADO,C,False,recusar_automatico
SMP-007259,PENDENTE,C,True,revisar
SMP-003373,FORA DE ESPECIFICACAO,C,False,recusar_automatico
SMP-003832,AJUSTE REPROVADO,C,False,recusar_automatico
SMP-007223,EM ANALISE,C,True,revisar
SMP-006215,EM ANALISE,B,True,revisar
SMP-002503,REINSPECAO REPROVADA,B,True,recusar_automatico
SMP-008870,AJUSTE CONCLUIDO,A,False,valido_automatico
SMP-007379,PENDENTE,C,False,revisar
SMP-001831,CANCELADO,B,True,recusar_automatico
SMP-007208,PENDENTE,C,False,revisar
SMP-006533,PENDENTE,B,False,revisar
SMP-004854,EM ANALISE,A,False,revisar
SMP-007417,EM AJUSTE,C,False,revisar
SMP-006433,AGUARDANDO REINSPEÇÃO,B,False,revisar
SMP-011410,ESPECIFICAÇÃO EM REVISÃO,C,False,valido_automatico
SMP-009277,AJUSTE CONCLUIDO,A,False,valido_automatico
SMP-000877,AJUSTE REPROVADO,A,True,recusar_automatico
SMP-008586,EM AJUSTE,A,True,valido_automatico
SMP-006985,EM ANALISE,C,True,revisar
SMP-004975,PENDENTE,A,False,revisar
SMP-009463,AJUSTE CONCLUIDO,B,True,valido_automatico
SMP-004063,ESPECIFICAÇÃO EM REVISÃO,A,False,revisar
SMP-008727,AJUSTE CONCLUIDO,A,True,valido_automatico
SMP-002632,FORA DE ESPECIFICACAO,B,False,recusar_automatico
SMP-003629,CANCELADO,C,True,recusar_automatico
SMP-003333,FORA DE ESPECIFICACAO,C,False,recusar_automatico
SMP-004617,EM AJUSTE,A,False,revisar
SMP-002889,FORA DE ESPECIFICACAO,C,True,recusar_automatico
SMP-006500,EM ANALISE,B,False,revisar
SMP-006034,ESPECIFICAÇÃO EM REVISÃO,B,True,revisar
SMP-002671,CANCELADO,C,False,recusar_automatico
SMP-000371,AJUSTE REPROVADO,A,False,recusar_automatico
SMP-001484,CANCELADO,B,False,recusar_automatico
SMP-004885,PENDENTE,A,True,revisar
SMP-011227,APROVADO PARCIAL,C,True,valido_automatico
SMP-008492,ESPECIFICAÇÃO EM REVISÃO,A,True,valido_automatico
SMP-010885,APROVADO PARCIAL,C,True,valido_automatico
SMP-007413,AGUARDANDO REINSPEÇÃO,C,True,revisar
SMP-006293,AGUARDANDO REINSPEÇÃO,B,True,revisar
SMP-005670,ESPECIFICAÇÃO EM REVISÃO,B,False,revisar
SMP-002691,AJUSTE REPROVADO,C,False,recusar_automatico
SMP-005756,EM AJUSTE,B,False,revisar
SMP-003015,FORA DE ESPECIFICACAO,C,True,recusar_automatico
SMP-008640,AJUSTE CONCLUIDO,A,False,valido_automatico
SMP-004991,APROVADO PARCIAL,A,True,revisar
SMP-001459,PENDENTE,B,False,recusar_automatico
SMP-001076,CANCELADO,A,True,recusar_automatico
SMP-006774,PENDENTE,C,True,revisar
SMP-008945,EM AJUSTE,A,False,valido_automatico
SMP-006910,PENDENTE,C,True,revisar
SMP-006960,AGUARDANDO REINSPEÇÃO,C,False,revisar
SMP-006548,AGUARDANDO REINSPEÇÃO,B,False,revisar
SMP-008697,APROVADO PARCIAL,A,True,valido_automatico
SMP-003538,REINSPECAO REPROVADA,C,True,recusar_automatico
SMP-008238,APROVADO PARCIAL,A,True,valido_automatico
SMP-006855,AGUARDANDO REINSPEÇÃO,C,False,revisar
SMP-010308,APROVADO PARCIAL,B,False,valido_automatico
SMP-003858,CANCELADO,C,True,recusar_automatico
SMP-004858,ESPECIFICAÇÃO EM REVISÃO,A,True,revisar
SMP-006220,PENDENTE,B,True,revisar
SMP-005790,REINSPECAO REPROVADA,B,False,revisar
SMP-000058,ESPECIFICAÇÃO EM REVISÃO,A,True,recusar_automatico
SMP-010679,APROVADO PARCIAL,C,False,valido_automatico
SMP-006534,AJUSTE REPROVADO,B,True,revisar
SMP-011366,APROVADO PARCIAL,C,False,valido_automatico
SMP-009156,AJUSTE CONCLUIDO,A,True,valido_automatico
SMP-007246,EM AJUSTE,C,True,revisar
SMP-002087,CANCELADO,B,True,recusar_automatico
SMP-000163,FORA DE ESPECIFICACAO,A,True,recusar_automatico
SMP-001950,AGUARDANDO REINSPEÇÃO,B,True,recusar_automatico
SMP-009298,APROVADO PARCIAL,A,False,valido_automatico
SMP-004814,EM AJUSTE,A,True,revisar
SMP-004355,AGUARDANDO REINSPEÇÃO,A,True,revisar
SMP-002264,CANCELADO,B,True,recusar_automatico
SMP-003647,ESPECIFICAÇÃO EM REVISÃO,C,False,recusar_automatico
SMP-000676,FORA DE ESPECIFICACAO,A,False,recusar_automatico
SMP-001811,CANCELADO,B,True,recusar_automatico
SMP-011903,AJUSTE CONCLUIDO,C,False,valido_automatico
SMP-003293,REINSPECAO REPROVADA,C,True,recusar_automatico
SMP-008562,EM AJUSTE,A,True,valido_automatico
SMP-004410,AGUARDANDO REINSPEÇÃO,A,True,revisar
SMP-004524,EM ANALISE,A,False,revisar
SMP-004451,ESPECIFICAÇÃO EM REVISÃO,A,False,revisar
SMP-005769,EM ANALISE,B,True,revisar
SMP-003649,AJUSTE REPROVADO,C,False,recusar_automatico
SMP-008268,EM ANÁLISE,A,True,valido_automatico
SMP-001488,EM AJUSTE,B,False,recusar_automatico
SMP-010298,AJUSTE CONCLUIDO,B,True,valido_automatico
SMP-009393,EM AJUSTE,B,True,valido_automatico
SMP-005619,PENDENTE,B,False,revisar
SMP-007994,AGUARDANDO REINSPEÇÃO,C,False,revisar
SMP-007929,AJUSTE CONCLUIDO,C,False,revisar
SMP-002660,AJUSTE REPROVADO,B,False,recusar_automatico
SMP-011428,AJUSTE REPROVADO,C,False,valido_automatico
SMP-001304,PENDENTE,A,True,recusar_automatico
SMP-010709,EM AJUSTE,C,True,valido_automatico
SMP-002701,REINSPECAO REPROVADA,C,False,recusar_automatico
SMP-010437,AJUSTE CONCLUIDO,B,False,valido_automatico
SMP-008366,PENDENTE,A,True,valido_automatico
SMP-008135,PENDENTE,A,False,valido_automatico
SMP-010036,EM ANÁLISE,B,False,valido_automatico
SMP-000383,REINSPECAO REPROVADA,A,False,recusar_automatico
SMP-002983,CANCELADO,C,True,recusar_automatico
SMP-004881,PENDENTE,A,True,revisar
SMP-001626,PENDENTE,B,False,recusar_automatico
SMP-005541,EM ANALISE,B,True,revisar
SMP-007131,PENDENTE,C,True,revisar
SMP-006113,ESPECIFICAÇÃO EM REVISÃO,B,True,revisar
SMP-002785,AJUSTE REPROVADO,C,False,recusar_automatico
SMP-001429,CANCELADO,B,False,recusar_automatico
SMP-003315,FORA DE ESPECIFICACAO,C,True,recusar_automatico
SMP-004071,EM ANALISE,A,False,revisar
SMP-002508,AJUSTE REPROVADO,B,False,recusar_automatico
SMP-007685,AGUARDANDO REINSPEÇÃO,C,False,revisar
SMP-006971,EM AJUSTE,C,True,revisar
SMP-010900,EM AJUSTE,C,False,valido_automatico
SMP-010228,EM AJUSTE,B,False,valido_automatico
SMP-006064,PENDENTE,B,True,revisar
SMP-002221,ESPECIFICAÇÃO EM REVISÃO,B,True,recusar_automatico
SMP-002866,CANCELADO,C,False,recusar_automatico
SMP-001926,CANCELADO,B,True,recusar_automatico
SMP-002492,REINSPECAO REPROVADA,B,False,recusar_automatico
SMP-005210,ESPECIFICAÇÃO EM REVISÃO,A,True,revisar
SMP-008225,APROVADO PARCIAL,A,True,valido_automatico
SMP-010069,AJUSTE CONCLUIDO,B,False,valido_automatico
SMP-007498,EM AJUSTE,C,False,revisar
SMP-001582,PENDENTE,B,True,recusar_automatico
SMP-011730,EM ANÁLISE,C,True,valido_automatico
SMP-008858,APROVADO PARCIAL,A,False,valido_automatico
SMP-009978,APROVADO PARCIAL,B,False,valido_automatico
SMP-009258,EM AJUSTE,A,False,valido_automatico
SMP-000394,REINSPECAO REPROVADA,A,False,recusar_automatico
SMP-010279,AJUSTE CONCLUIDO,B,True,valido_automatico
SMP-008194,AJUSTE CONCLUIDO,A,False,valido_automatico
SMP-005413,ESPECIFICAÇÃO EM REVISÃO,B,False,revisar
SMP-011163,APROVADO PARCIAL,C,True,valido_automatico
SMP-001333,REINSPECAO REPROVADA,A,False,recusar_automatico
SMP-005705,EM AJUSTE,B,False,revisar
SMP-002004,PENDENTE,B,True,recusar_automatico
SMP-007399,PENDENTE,C,True,revisar
SMP-001310,FORA DE ESPECIFICACAO,A,False,recusar_automatico
SMP-010241,APROVADO PARCIAL,B,False,valido_automatico
SMP-002715,CANCELADO,C,True,recusar_automatico
SMP-011390,APROVADO PARCIAL,C,True,valido_automatico
SMP-001331,AGUARDANDO REINSPEÇÃO,A,True,recusar_automatico
SMP-009279,EM ANÁLISE,A,False,valido_automatico
SMP-010821,AJUSTE CONCLUIDO,C,True,valido_automatico
SMP-001001,REINSPECAO REPROVADA,A,False,recusar_automatico
SMP-009552,APROVADO PARCIAL,B,True,valido_automatico
SMP-006332,PENDENTE,B,True,revisar
SMP-008369,AJUSTE CONCLUIDO,A,False,valido_automatico
SMP-005987,ESPECIFICAÇÃO EM REVISÃO,B,False,revisar
SMP-010958,AJUSTE CONCLUIDO,C,True,valido_automatico
SMP-003406,FORA DE ESPECIFICACAO,C,False,recusar_automatico
SMP-005777,APROVADO PARCIAL,B,True,revisar
SMP-007322,AGUARDANDO REINSPEÇÃO,C,True,revisar
SMP-010132,ESPECIFICAÇÃO EM REVISÃO,B,True,valido_automatico
SMP-003342,CANCELADO,C,False,recusar_automatico
SMP-006604,CANCELADO,B,True,revisar
SMP-007578,EM ANALISE,C,False,revisar
SMP-007345,EM ANALISE,C,True,revisar
SMP-011631,APROVADO PARCIAL,C,True,valido_automatico
SMP-006703,EM ANALISE,C,True,revisar
SMP-002604,AJUSTE REPROVADO,B,False,recusar_automatico
SMP-000050,REINSPECAO REPROVADA,A,False,recusar_automatico
SMP-002939,REINSPECAO REPROVADA,C,False,recusar_automatico
SMP-000975,CANCELADO,A,False,recusar_automatico
SMP-000786,AJUSTE REPROVADO,A,False,recusar_automatico
SMP-002423,REINSPECAO REPROVADA,B,False,recusar_automatico
SMP-001062,CANCELADO,A,False,recusar_automatico
SMP-004804,APROVADO PARCIAL,A,False,revisar
SMP-008543,AJUSTE CONCLUIDO,A,True,valido_automatico
SMP-009220,APROVADO PARCIAL,A,False,valido_automatico
SMP-010888,APROVADO PARCIAL,C,False,valido_automatico
SMP-009854,EM ANÁLISE,B,False,valido_automatico
SMP-009013,EM AJUSTE,A,False,valido_automatico
SMP-003383,FORA DE ESPECIFICACAO,C,False,recusar_automatico
SMP-008447,EM ANÁLISE,A,True,valido_automatico
SMP-001170,CANCELADO,A,True,recusar_automatico
SMP-002453,CANCELADO,B,True,recusar_automatico
SMP-008408,EM AJUSTE,A,False,valido_automatico
SMP-004013,AGUARDANDO REINSPEÇÃO,A,False,revisar
SMP-011699,APROVADO PARCIAL,C,False,valido_automatico
SMP-005374,AJUSTE CONCLUIDO,B,False,revisar
SMP-009915,AJUSTE CONCLUIDO,B,True,valido_automatico
SMP-002697,ESPECIFICAÇÃO EM REVISÃO,C,False,recusar_automatico
SMP-011415,EM ANÁLISE,C,True,valido_automatico
SMP-000226,FORA DE ESPECIFICACAO,A,True,recusar_automatico
SMP-004525,ESPECIFICAÇÃO EM REVISÃO,A,False,revisar
SMP-002714,REINSPECAO REPROVADA,C,True,recusar_automatico
SMP-006017,AGUARDANDO REINSPEÇÃO,B,True,revisar
SMP-006462,PENDENTE,B,False,revisar
SMP-002377,FORA DE ESPECIFICACAO,B,False,recusar_automatico
SMP-007731,EM ANALISE,C,True,revisar
SMP-004478,AGUARDANDO REINSPEÇÃO,A,True,revisar
SMP-010082,EM AJUSTE,B,False,valido_automatico
SMP-007474,PENDENTE,C,False,revisar
SMP-000036,FORA DE ESPECIFICACAO,A,True,recusar_automatico
SMP-011969,AJUSTE CONCLUIDO,C,True,valido_automatico
SMP-004754,AGUARDANDO REINSPEÇÃO,A,False,revisar
SMP-002162,REINSPECAO REPROVADA,B,False,recusar_automatico
SMP-003203,FORA DE ESPECIFICACAO,C,False,recusar_automatico
SMP-011322,PENDENTE,C,False,valido_automatico
SMP-000816,AJUSTE REPROVADO,A,False,recusar_automatico
SMP-003192,EM AJUSTE,C,True,recusar_automatico
SMP-011350,AJUSTE CONCLUIDO,C,True,valido_automatico
SMP-011180,ESPECIFICAÇÃO EM REVISÃO,C,False,valido_automatico
SMP-007458,EM AJUSTE,C,False,revisar
SMP-002282,REINSPECAO REPROVADA,B,False,recusar_automatico
SMP-003063,REINSPECAO REPROVADA,C,False,recusar_automatico
SMP-008351,ESPECIFICAÇÃO EM REVISÃO,A,False,valido_automatico
SMP-000012,AJUSTE REPROVADO,A,False,recusar_automatico
SMP-007030,AGUARDANDO REINSPEÇÃO,C,True,revisar
SMP-001691,AJUSTE REPROVADO,B,True,recusar_automatico
SMP-010817,AGUARDANDO REINSPEÇÃO,C,True,valido_automatico
SMP-000076,FORA DE ESPECIFICACAO,A,True,recusar_automatico
SMP-002504,FORA DE ESPECIFICACAO,B,False,recusar_automatico
SMP-009365,AJUSTE REPROVADO,B,True,valido_automatico
SMP-008041,AJUSTE CONCLUIDO,A,False,valido_automatico
SMP-009273,PENDENTE,A,False,valido_automatico
SMP-004573,REINSPECAO REPROVADA,A,True,revisar
SMP-006850,AGUARDANDO REINSPEÇÃO,C,False,revisar
SMP-003159,REINSPECAO REPROVADA,C,True,recusar_automatico
SMP-009569,AJUSTE CONCLUIDO,B,True,valido_automatico
SMP-003493,AJUSTE REPROVADO,C,False,recusar_automatico
SMP-011281,EM AJUSTE,C,False,valido_automatico
SMP-006884,PENDENTE,C,True,revisar
SMP-008923,APROVADO PARCIAL,A,False,valido_automatico
SMP-001016,REINSPECAO REPROVADA,A,True,recusar_automatico
SMP-001812,AGUARDANDO REINSPEÇÃO,B,True,recusar_automatico
SMP-003248,CANCELADO,C,False,recusar_automatico
SMP-007381,EM ANALISE,C,True,revisar
SMP-003405,CANCELADO,C,False,recusar_automatico
SMP-009572,APROVADO PARCIAL,B,False,valido_automatico
SMP-000917,PENDENTE,A,True,recusar_automatico
SMP-010345,EM AJUSTE,B,True,valido_automatico
SMP-007449,ESPECIFICAÇÃO EM REVISÃO,C,True,revisar
SMP-000247,FORA DE ESPECIFICACAO,A,False,recusar_automatico
SMP-004590,ESPECIFICAÇÃO EM REVISÃO,A,True,revisar
SMP-006959,PENDENTE,C,True,revisar
SMP-001160,REINSPECAO REPROVADA,A,False,recusar_automatico
SMP-004696,ESPECIFICAÇÃO EM REVISÃO,A,True,revisar
SMP-006288,AJUSTE REPROVADO,B,True,revisar
SMP-003562,AJUSTE REPROVADO,C,True,recusar_automatico
SMP-000940,CANCELADO,A,False,recusar_automatico
SMP-004705,ESPECIFICAÇÃO EM REVISÃO,A,True,revisar
SMP-001677,CANCELADO,B,False,recusar_automatico
SMP-006610,CANCELADO,B,False,revisar
SMP-002711,CANCELADO,C,True,recusar_automatico
SMP-003743,FORA DE ESPECIFICACAO,C,False,recusar_automatico
SMP-001618,AGUARDANDO REINSPEÇÃO,B,False,recusar_automatico
SMP-002250,REINSPECAO REPROVADA,B,True,recusar_automatico
SMP-005241,ESPECIFICAÇÃO EM REVISÃO,A,True,revisar
SMP-006712,AJUSTE CONCLUIDO,C,False,revisar
SMP-007362,AGUARDANDO REINSPEÇÃO,C,True,revisar
SMP-008664,ESPECIFICAÇÃO EM REVISÃO,A,False,valido_automatico
SMP-009237,EM ANÁLISE,A,True,valido_automatico
SMP-009656,AJUSTE CONCLUIDO,B,True,valido_automatico
SMP-005486,EM ANALISE,B,False,revisar
SMP-001560,CANCELADO,B,False,recusar_automatico
SMP-005779,AJUSTE CONCLUIDO,B,False,revisar
SMP-000024,FORA DE ESPECIFICACAO,A,True,recusar_automatico
SMP-001892,CANCELADO,B,True,recusar_automatico
SMP-004334,EM ANALISE,A,True,revisar
SMP-005360,ESPECIFICAÇÃO EM REVISÃO,B,False,revisar
SMP-009760,EM AJUSTE,B,False,valido_automatico
SMP-001258,AJUSTE REPROVADO,A,True,recusar_automatico
SMP-000314,CANCELADO,A,True,recusar_automatico
SMP-011401,AJUSTE CONCLUIDO,C,True,valido_automatico
SMP-008622,PENDENTE,A,True,valido_automatico
SMP-001057,CANCELADO,A,True,recusar_automatico
SMP-001103,FORA DE ESPECIFICACAO,A,False,recusar_automatico
SMP-010484,AJUSTE CONCLUIDO,B,True,valido_automatico
SMP-000088,REINSPECAO REPROVADA,A,True,recusar_automatico
SMP-003428,AJUSTE REPROVADO,C,True,recusar_automatico
SMP-009692,EM AJUSTE,B,True,valido_automatico
SMP-009109,EM AJUSTE,A,False,valido_automatico
SMP-000391,AJUSTE REPROVADO,A,True,recusar_automatico
SMP-009944,AJUSTE REPROVADO,B,False,valido_automatico
SMP-009200,AJUSTE REPROVADO,A,True,valido_automatico
SMP-001417,FORA DE ESPECIFICACAO,B,True,recusar_automatico
SMP-007186,EM ANALISE,C,False,revisar
SMP-007629,AGUARDANDO REINSPEÇÃO,C,False,revisar
SMP-007365,AGUARDANDO REINSPEÇÃO,C,True,revisar
SMP-011418,AJUSTE CONCLUIDO,C,True,valido_automatico
SMP-005817,AGUARDANDO REINSPEÇÃO,B,True,revisar
SMP-010176,AJUSTE CONCLUIDO,B,False,valido_automatico
SMP-006297,APROVADO PARCIAL,B,False,revisar
SMP-004406,EM ANALISE,A,False,revisar
SMP-005642,EM ANALISE,B,False,revisar
SMP-002487,REINSPECAO REPROVADA,B,True,recusar_automatico
SMP-005067,AGUARDANDO REINSPEÇÃO,A,False,revisar
SMP-000941,ESPECIFICAÇÃO EM REVISÃO,A,False,recusar_automatico
SMP-004205,PENDENTE,A,True,revisar
SMP-000266,REINSPECAO REPROVADA,A,True,recusar_automatico
SMP-000662,FORA DE ESPECIFICACAO,A,False,recusar_automatico
SMP-011497,APROVADO PARCIAL,C,True,valido_automatico
SMP-002978,AJUSTE REPROVADO,C,False,recusar_automatico
SMP-000151,REINSPECAO REPROVADA,A,False,recusar_automatico
SMP-008271,AJUSTE CONCLUIDO,A,True,valido_automatico
SMP-010662,APROVADO PARCIAL,B,False,valido_automatico
SMP-011979,AJUSTE CONCLUIDO,C,False,valido_automatico
SMP-000749,AJUSTE REPROVADO,A,False,recusar_automatico
SMP-008363,APROVADO PARCIAL,A,True,valido_automatico
SMP-002896,AJUSTE REPROVADO,C,False,recusar_automatico
SMP-008797,AJUSTE CONCLUIDO,A,False,valido_automatico
SMP-005986,ESPECIFICAÇÃO EM REVISÃO,B,False,revisar
SMP-005992,EM ANALISE,B,True,revisar
SMP-005118,EM ANALISE,A,False,revisar
SMP-008280,APROVADO PARCIAL,A,True,valido_automatico
SMP-000543,FORA DE ESPECIFICACAO,A,True,recusar_automatico
SMP-010956,AJUSTE CONCLUIDO,C,True,valido_automatico
SMP-003241,CANCELADO,C,True,recusar_automatico
SMP-005155,AGUARDANDO REINSPEÇÃO,A,True,revisar
SMP-010314,EM AJUSTE,B,True,valido_automatico
SMP-007444,AGUARDANDO REINSPEÇÃO,C,True,revisar
SMP-010289,AJUSTE CONCLUIDO,B,True,valido_automatico
SMP-003522,CANCELADO,C,True,recusar_automatico
SMP-005720,ESPECIFICAÇÃO EM REVISÃO,B,False,revisar
SMP-005023,APROVADO PARCIAL,A,False,revisar
SMP-009943,APROVADO PARCIAL,B,False,valido_automatico
SMP-001313,FORA DE ESPECIFICACAO,A,True,recusar_automatico
SMP-005870,PENDENTE,B,False,revisar
SMP-008667,EM ANÁLISE,A,False,valido_automatico
SMP-011494,AJUSTE CONCLUIDO,C,True,valido_automatico
SMP-009190,EM ANÁLISE,A,True,valido_automatico
SMP-010876,AJUSTE CONCLUIDO,C,True,valido_automatico
SMP-006797,EM ANALISE,C,False,revisar
SMP-002076,CANCELADO,B,True,recusar_automatico
SMP-003850,CANCELADO,C,False,recusar_automatico
SMP-008767,AJUSTE CONCLUIDO,A,False,valido_automatico
SMP-001129,AJUSTE REPROVADO,A,False,recusar_automatico
SMP-002417,FORA DE ESPECIFICACAO,B,False,recusar_automatico
SMP-004509,PENDENTE,A,True,revisar
SMP-011972,EM AJUSTE,C,True,valido_automatico
SMP-008592,AGUARDANDO REINSPEÇÃO,A,True,valido_automatico
SMP-003680,CANCELADO,C,False,recusar_automatico
SMP-011126,AJUSTE CONCLUIDO,C,False,valido_automatico
SMP-000525,REINSPECAO REPROVADA,A,False,recusar_automatico
SMP-000054,REINSPECAO REPROVADA,A,True,recusar_automatico
SMP-001096,FORA DE ESPECIFICACAO,A,True,recusar_automatico
SMP-003867,AJUSTE REPROVADO,C,True,recusar_automatico
SMP-000022,CANCELADO,A,True,recusar_automatico
SMP-001507,AJUSTE REPROVADO,B,True,recusar_automatico
SMP-001224,AJUSTE REPROVADO,A,True,recusar_automatico
SMP-007981,ESPECIFICAÇÃO EM REVISÃO,C,False,revisar
SMP-004463,AJUSTE REPROVADO,A,False,revisar
SMP-009019,AJUSTE CONCLUIDO,A,True,valido_automatico
